Structure,Index,Name,Visible,Tagged,Visibility Locked,Color,Calculate Charges,Number of Atoms,Molecular Formula,Molecular Composition,Molecular Weight,Exact Mol. Weight,Net Formal Charge,Absn_Risk,TOX_Risk,ADMET_Risk,s_user_SMILES,s_m_subgroup_title,s_m_subgroupid,b_m_subgroup_collapsed,ADMET_Code,Clean Energy
,347,25339,false,false,false,255 255 255 255,false,,,,,,,0,0,0.0394679,C1CCC(=O)C(NC(=O)N)=C1c2cccn2[C@H](C34)CN(CC3)CC4,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,2D6,
,348,20990,false,false,false,255 255 255 255,false,,,,,,,0.0466202,0,0.0466202,CC(=O)Nc(cc1Br)c(=O)n(c12)CCC(C=C2)C(=O)[C@H](C34F)CN(CC3)CC4,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Size,
,349,20683,false,false,false,255 255 255 255,false,,,,,,,0,0.0481531,0.0481531,OC1CN(CC2)C(C)[C@@H](C12)C(C)c3c[nH]c(c34)OCC(=O)C=N4,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr,
,350,13435,false,false,false,255 255 255 255,false,,,,,,,0,0,0.0528759,FC1CN(CC2)CC(\C12)=C\C(C3)C(=O)CCc(c34)coc(=O)c4,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,3A4,
,351,13104,false,false,false,255 255 255 255,false,,,,,,,0,0,0.0538471,C1CN(CC2)C[C@@H](C12)c(cc3)n(c34)CC=CC4O,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,2D6,
,352,22977,false,false,false,255 255 255 255,false,,,,,,,0,0,0.0544245,CNC(=O)c1cccc(N2CC(=O)C)c1Oc(c23)cc(Cl)cc3C(=O)O,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,fu,
,353,12545,false,false,false,255 255 255 255,false,,,,,,,0,0.0559113,0.0559113,C1CNCC=C1CC(=O)n(c2=O)cnc(S3)c2NC(C34)N(C(=O)C)CC4,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xm,
,354,23823,false,false,false,255 255 255 255,false,,,,,,,0,0.0571485,0.0571485,OC1CN(CC2)C(C)[C@@H](C12)Cc3c[nH]c(c34)OCC(=O)C=N4,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr,
,355,20951,false,false,false,255 255 255 255,false,,,,,,,0.0604438,0,0.0604438,O=c1ccn(S(=O)(=O)C)c(c12)SCN2C(C#N)N3CCNCC3C(C4=O)CCC4,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,HBA,
,356,24373,false,false,false,255 255 255 255,false,,,,,,,0.061,0,0.061,N#Cc1ccc(=O)n(c12)C(=O)c3n(c(=O)cc(n3)C)C2C4CCC(O)N4C,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,ch,
,357,24599,false,false,false,255 255 255 255,false,,,,,,,0.061,0,0.061,N#Cc1ccc(=O)n(c12)C(=O)c3n(c(=O)cc(n3)C)C2C4CC(O)N(C)C4,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,ch,
